///Russian Translations Mods (3348967878)///
Rus_Translations-name|Перевод модов на русский
Starting amount of max Ripple. You need 3 max Ripple to open Portals. 5 Ripple to hover. 8 Ripple to teleport to all Regions. 9 Ripple to enter Daemon.|Начальная величина максимальной пульсации. Вам нужна 3-я, чтобы открывать Порталы. 5-я для парения. 8-я для телепортации во все регионы. 9-я для входа к Искусителю.
Max Ripple difference|Макс. разница в пульсациях
Your max and minimum Ripple will be at most this far apart. |Ваши максимальная и минимальная пульсации будут находиться не более чем на таком расстоянии друг от друга.
Force unlock|Принудительно разблокировать
Unlock the Watcher Expedition regardless of campaign completion.|Разблокировать экспедицию Созерцателя независимо от завершения кампании.
Karma Flowers all regions|Цветы Кармы во всех регионах
Shattered Terrance|Разбитая терраса
Expeditions can start in Shattered Terrance and Hunt challenges will count creatures in it.|Экспедиции могут начинаться в Разбитой террасе и Охотничьи задания будут подсчитывать количество существ в ней.
Rot Dimension - Hunt|Измерение Гнили — Охота
Hunts count enemies within Rot Regions, such as DLLs and Red Centipedes.  As you have no choice in what Rot Region you get teleported to, this isn't recommended.|Охота учитывает врагов в регионах Гнили, таких как Отцы-долгоноги и Красные многоножки. Поскольку у вас нет выбора, в какой регион Гнили вас телепортирует, это не рекомендуется.
